site,census,code,genus,species,n10m,s10m,t10m,r10m,f10m,l10m,u10m,n100m,s100m,t100m,r100m,f100m,l100m,u100m
BCI,1982-1985,bc1,Piper,perlasense,110,87,3.817,6.145,5.895,3.841,8.663,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Piper,reticulatum,172,153,3.315,3.531,3.429,2.126,5.091,9,8,3.285,3.585,2.728,0.733,9.485
BCI,1982-1985,bc1,Piper,schiedeanum,12,10,3.771,4.834,3.834,0.984,11.052,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Platymiscium,pinnatum,117,99,3.307,5.051,4.854,3.005,7.29,69,64,3.243,2.32,2.302,0.976,4.672
BCI,1982-1985,bc1,Platypodium,elegans,114,96,3.286,5.23,4.977,2.99,7.71,60,51,3.224,5.041,4.408,2.137,7.739
BCI,1982-1985,bc1,Posoqueria,latifolia,62,61,3.355,0.485,0.954,0.203,2.586,14,14,3.668,0,1.515,0.361,5.022
BCI,1982-1985,bc1,Poulsenia,armata,2498,1905,3.473,7.802,7.801,7.165,8.438,921,763,3.462,5.436,5.387,4.598,6.268
BCI,1982-1985,bc1,Pourouma,bicolor,29,28,2.838,1.236,1.722,0.395,5.039,11,11,2.763,0,1.678,0.42,5.978
BCI,1982-1985,bc1,Pouteria,fossicola,1,1,2.505,0,2.798,0.382,18.341,2,2,3.294,0,2.309,0.5,10.121
BCI,1982-1985,bc1,Pouteria,reticulata,1492,1394,3.333,2.038,2.047,1.662,2.482,156,147,3.268,1.818,1.848,0.953,3.206
BCI,1982-1985,bc1,Pouteria,stipitata,30,29,3.143,1.079,1.532,0.321,4.603,34,31,3.28,2.816,2.638,0.901,6.402
BCI,1982-1985,bc1,Prioria,copaifera,1073,1059,2.97,0.442,0.492,0.293,0.742,278,275,2.986,0.363,0.637,0.258,1.248
BCI,1982-1985,bc1,Protium,confusum,1,1,4.044,0,2.768,0.368,16.035,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Protium,costaricense,805,730,3.289,2.973,2.96,2.361,3.664,111,87,3.311,7.358,6.793,4.405,10.041
BCI,1982-1985,bc1,Protium,panamense,2673,2525,3.111,1.831,1.829,1.558,2.12,61,44,3.335,9.796,8.502,4.996,13.389
BCI,1982-1985,bc1,Protium,tenuifolium,2243,2157,3.621,1.08,1.088,0.869,1.336,350,324,3.608,2.139,2.143,1.404,3.027
BCI,1982-1985,bc1,Pseudobombax,septenatum,12,9,3.554,8.096,6.014,1.792,15.579,11,9,3.355,5.981,3.775,1.143,10.455
BCI,1982-1985,bc1,Psidium,friedrichsthalianum,35,35,3.691,0,0.801,0.144,2.708,4,4,3.597,0,2.108,0.509,7.954
BCI,1982-1985,bc1,Psychotria,acuminata,8,4,2.714,25.544,15.45,4.559,43.582,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,chagrensis,13,12,3.241,2.47,2.423,0.576,8.472,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,deflexa,88,61,2.875,12.747,12.024,8.057,17.391,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,graciliflora,10,9,2.736,3.851,3.068,0.607,11.754,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,grandis,102,84,3.728,5.208,5.003,3.098,7.707,2,2,3.098,0,2.413,0.556,9.645
BCI,1982-1985,bc1,Psychotria,hoffmannseggiana,5,0,2.882,Inf,44.286,12.979,138.739,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,horizontalis,6155,5326,3.422,4.228,4.224,3.954,4.513,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,limonensis,15,13,3.504,4.083,3.397,0.913,9.974,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,marginata,575,483,3.14,5.552,5.474,4.432,6.682,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,pittieri,4,3,4.033,7.133,4.372,0.73,17.765,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,racemosa,1,1,2.626,0,2.822,0.351,20.082,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,tenuifolia,7,3,3.122,27.14,16.129,4.766,41.291,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Pterocarpus,belizensis,9,8,3.372,3.493,2.946,0.548,10.435,1,1,2.809,0,2.565,0.526,11.718
BCI,1982-1985,bc1,Pterocarpus,rohrii,1435,1346,3.165,2.023,2.022,1.638,2.481,135,100,3.499,8.577,7.998,5.638,10.952
BCI,1982-1985,bc1,Quararibea,asterolepis,1690,1602,3.449,1.55,1.566,1.249,1.886,699,657,3.495,1.773,1.781,1.305,2.346
BCI,1982-1985,bc1,Quassia,amara,150,145,3.74,0.907,1.03,0.406,1.993,8,8,3.913,0,1.755,0.431,6.198
BCI,1982-1985,bc1,Randia,armata,899,856,3.277,1.496,1.506,1.124,2.003,228,213,3.338,2.039,2.02,1.212,3.218
BCI,1982-1985,bc1,Rinorea,sylvatica,2571,2404,3.37,1.993,1.992,1.711,2.31,1,1,2.182,0,2.584,0.531,11.571
BCI,1982-1985,bc1,Rosenbergiodendron,formosum,4,4,4.001,0,1.954,0.319,9.109,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Sapium,glandulosum,25,17,3.41,11.311,9.697,4.342,18.192,23,18,3.421,7.164,5.192,2.019,11.195
BCI,1982-1985,bc1,Schefflera,morototoni,0,0,NA,NA,NA,NA,NA,1,1,3.745,0,2.415,0.582,9.99
BCI,1982-1985,bc1,Schizolobium,parahyba,12,12,2.608,0,1.527,0.257,7.203,1,1,2.642,0,2.695,0.604,12.761
BCI,1982-1985,bc1,Senna,dariensis,201,122,3.365,14.837,14.516,11.573,18.014,1,1,3.099,0,2.318,0.531,9.652
BCI,1982-1985,bc1,Simarouba,amara,989,824,3.072,5.941,5.912,5.029,6.909,247,222,3.103,3.439,3.364,2.267,4.801
BCI,1982-1985,bc1,Siparuna,guianensis,21,19,2.621,3.818,3.158,0.884,9.021,17,16,2.583,2.347,2.402,0.644,6.897
BCI,1982-1985,bc1,Siparuna,pauciflora,407,353,3.494,4.074,4.052,3.092,5.248,23,21,3.373,2.697,2.575,0.861,6.475
BCI,1982-1985,bc1,Sloanea,terniflora,518,498,3.394,1.16,1.196,0.761,1.764,86,85,3.598,0.325,0.859,0.295,1.958
BCI,1982-1985,bc1,Socratea,exorrhiza,438,364,2.895,6.393,6.296,4.995,7.921,373,328,2.735,4.701,4.585,3.357,6.023
BCI,1982-1985,bc1,Solanum,arboreum,1,1,2.5,0,3.002,0.408,18.827,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Solanum,circinatum,5,0,2.74,Inf,45.509,12.894,133.403,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Solanum,hayesii,85,42,3.033,23.247,21.92,16.003,29.314,40,21,2.942,21.902,17.695,10.407,27.861
BCI,1982-1985,bc1,Solanum,steyermarkii,7,5,3.714,9.059,5.709,1.371,19.147,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Sorocea,affinis,3245,3018,3.371,2.151,2.147,1.879,2.443,46,36,3.541,6.922,5.824,3.032,10.403
BCI,1982-1985,bc1,Spachea,membranacea,12,11,2.964,2.935,2.769,0.537,9.676,8,7,3.093,4.317,2.944,0.793,9.443
BCI,1982-1985,bc1,Spondias,mombin,32,22,2.8,13.384,11.472,5.579,20.548,22,19,3.051,4.805,3.575,1.272,9.166
BCI,1982-1985,bc1,Spondias,radlkoferi,143,107,3.235,8.965,8.719,6.196,11.749,57,53,3.297,2.207,2.237,0.931,4.6
BCI,1982-1985,bc1,Stemmadenia,grandiflora,0,0,NA,NA,NA,NA,NA,1,1,3.702,0,2.291,0.542,10.34
BCI,1982-1985,bc1,Sterculia,apetala,42,35,3.235,5.636,5.089,2.213,9.786,23,23,3.389,0,1.319,0.357,3.942
BCI,1982-1985,bc1,Stylogyne,turbacensis,712,661,3.283,2.264,2.27,1.695,2.934,1,1,3.08,0,2.504,0.607,11.742
BCI,1982-1985,bc1,Swartzia,simplex_var.grandiflora,2054,2040,3.379,0.202,0.23,0.133,0.368,199,191,3.325,1.234,1.349,0.695,2.397
BCI,1982-1985,bc1,Swartzia,simplex_var.ochnacea,2594,2568,3.368,0.299,0.319,0.207,0.458,105,104,3.155,0.303,0.824,0.267,1.805
BCI,1982-1985,bc1,Symphonia,globulifera,144,133,3.483,2.281,2.323,1.186,3.887,45,31,3.509,10.621,8.868,4.907,14.436
BCI,1982-1985,bc1,Tabebuia,guayacan,46,43,3.113,2.166,2.248,0.756,5.496,30,28,3.314,2.082,2.149,0.666,5.417
BCI,1982-1985,bc1,Tabebuia,rosea,228,202,3.288,3.683,3.635,2.452,5.181,81,72,3.587,3.283,3.136,1.595,5.45
BCI,1982-1985,bc1,Tabernaemontana,arborea,998,945,3.141,1.737,1.733,1.319,2.262,293,283,3.036,1.144,1.233,0.659,2.004
BCI,1982-1985,bc1,Tachigali,versicolor,2830,2567,3.207,3.042,3.039,2.699,3.413,86,74,3.304,4.548,4.159,2.264,6.822
BCI,1982-1985,bc1,Talisia,nervosa,810,788,3.821,0.721,0.762,0.46,1.129,1,1,2.795,0,2.392,0.548,11.234
BCI,1982-1985,bc1,Talisia,princeps,613,594,3.589,0.877,0.91,0.568,1.386,6,6,3.693,0,1.885,0.467,6.718
BCI,1982-1985,bc1,Terminalia,amazonia,34,33,3.122,0.956,1.432,0.35,4.102,27,26,3.078,1.226,1.782,0.529,4.822
BCI,1982-1985,bc1,Terminalia,oblonga,49,48,3.544,0.582,1.016,0.254,2.879,42,40,3.769,1.294,1.639,0.611,4.04
BCI,1982-1985,bc1,Ternstroemia,tepezapote,1,1,2.146,0,2.811,0.36,19.481,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Tetragastris,panamensis,2950,2857,3.29,0.974,0.977,0.8,1.179,325,310,3.307,1.429,1.462,0.886,2.311
BCI,1982-1985,bc1,Tetrathylacium,johansenii,2,0,2.883,Inf,17.036,2.791,72.225,8,7,3.355,3.981,2.93,0.745,8.914
BCI,1982-1985,bc1,Theobroma,cacao,10,9,3.739,2.818,2.676,0.496,8.976,12,11,3.321,2.62,2.336,0.686,7.044
BCI,1982-1985,bc1,Thevetia,ahouai,102,89,3.157,4.318,4.161,2.325,6.827,2,1,3.34,20.752,4.173,0.931,17.052
BCI,1982-1985,bc1,Tocoyena,pittieri,2,2,3.911,0,2.324,0.353,12.151,5,5,3.059,0,2.084,0.492,7.69
BCI,1982-1985,bc1,Trattinnickia,aspera,63,51,3.205,6.593,6.124,3.266,10.52,50,42,3.223,5.409,4.589,2.135,8.486
BCI,1982-1985,bc1,Trema,micrantha,11,3,2.928,44.378,30.775,13.105,61.331,21,16,2.739,9.928,6.562,2.475,15.15
BCI,1982-1985,bc1,Trichanthera,gigantea,9,6,2.919,13.89,8.8,2.226,24.233,3,3,3.085,0,2.271,0.531,8.409
BCI,1982-1985,bc1,Trichilia,pallida,484,443,3.262,2.714,2.694,1.981,3.628,73,68,3.148,2.254,2.252,0.984,4.406
BCI,1982-1985,bc1,Trichilia,tuberculata,10892,9985,3.539,2.457,2.464,2.311,2.627,2019,1814,3.292,3.252,3.226,2.81,3.678
BCI,1982-1985,bc1,Trichospermum,galeottii,1,0,2.771,Inf,8.872,1.257,78.854,6,4,2.86,14.179,5.237,1.349,17.572
BCI,1982-1985,bc1,Triplaris,cumingiana,249,232,3.648,1.938,1.938,1.165,3.177,125,116,3.534,2.114,2.128,1.139,3.67
BCI,1982-1985,bc1,Trophis,caucana,391,320,3.74,5.358,5.28,4.142,6.638,50,43,3.722,4.052,3.615,1.668,6.839
BCI,1982-1985,bc1,Trophis,racemosa,259,251,3.546,0.885,0.945,0.476,1.688,54,46,3.454,4.643,4.168,1.974,7.569
BCI,1982-1985,bc1,Turpinia,occidentalis,84,61,3.186,10.042,9.387,5.975,14.07,69,51,3.289,9.19,8.041,4.881,12.412
BCI,1982-1985,bc1,Unonopsis,pittieri,637,588,3.407,2.349,2.35,1.748,3.061,136,125,3.299,2.556,2.488,1.349,4.163
BCI,1982-1985,bc1,Urera,baccifera,2,1,3.507,19.764,5.859,0.988,29.999,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Virola,multiflora,38,35,3.539,2.324,2.397,0.76,5.491,20,17,3.535,4.597,3.476,1.265,8.331
BCI,1982-1985,bc1,Virola,sebifera,1795,1643,3.225,2.744,2.743,2.336,3.186,604,542,3.297,3.285,3.239,2.506,4.114
BCI,1982-1985,bc1,Virola,surinamensis,130,113,3.337,4.2,4.048,2.48,6.171,175,155,3.488,3.479,3.37,2.129,4.949
BCI,1982-1985,bc1,Vismia,baccifera,74,57,2.994,8.719,8.124,4.778,12.949,1,1,4.096,0,2.457,0.497,10.826
BCI,1982-1985,bc1,Vismia,billbergiana,3,3,3.396,0,2.046,0.319,11.121,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Vismia,macrophylla,0,0,NA,NA,NA,NA,NA,1,0,3.012,Inf,4.476,1.081,20.112
BCI,1982-1985,bc1,Vochysia,ferruginea,24,19,2.944,7.937,6.481,2.486,14.165,10,9,3.134,3.362,2.757,0.79,8.513
BCI,1982-1985,bc1,Xylopia,macrantha,737,722,3.63,0.567,0.593,0.359,0.927,79,75,3.597,1.444,1.608,0.731,3.323
BCI,1982-1985,bc1,Xylosma,chlorantha,1,1,2.105,0,2.849,0.405,20.007,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Xylosma,oligandra,182,160,3.299,3.906,3.846,2.482,5.472,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Zanthoxylum,acuminatum,179,163,3.208,2.919,2.868,1.734,4.547,27,22,3.324,6.16,4.658,1.903,10.016
BCI,1982-1985,bc1,Zanthoxylum,ekmanii,114,72,2.993,15.352,14.764,10.571,19.769,103,90,3.266,4.131,3.832,2.186,6.272
BCI,1982-1985,bc1,Zanthoxylum,panamense,218,168,3.251,8.014,7.827,5.9,10.251,83,66,3.267,7.015,6.302,3.719,9.681
BCI,1982-1985,bc1,Zanthoxylum,setulosum,0,0,NA,NA,NA,NA,NA,1,1,4.167,0,2.493,0.596,10.874
BCI,1982-1985,bc1,Zuelania,guidonia,27,25,3.619,2.127,2.187,0.655,6.074,13,13,3.625,0,1.468,0.426,4.854
BCI,1982-1985,bc1,Apeiba,hybrid,0,0,NA,NA,NA,NA,NA,1,1,4.197,0,2.347,0.528,10.131
BCI,1982-1985,bc1,Guarea,fuzzy,1450,1296,3.373,3.329,3.317,2.813,3.873,103,90,3.482,3.874,3.663,2.107,5.825
BCI,1982-1985,bc1,Nectandra,fuzzy,8,7,3.907,3.418,3.018,0.605,10.21,1,0,4.06,Inf,4.791,1.048,20.905
BCI,1982-1985,bc1,Nectandra,sp.4_(tiny_leaf),1,1,2.831,0,2.859,0.404,19.044,0,0,NA,NA,NA,NA,NA
BCI,1982-1985,bc1,Sapium,broadleaf,0,0,NA,NA,NA,NA,NA,3,3,4.193,0,1.99,0.441,8.073
BCI,1985-1990,bc2,Abarema,macradenia,0,0,NA,NA,NA,NA,NA,1,1,5.158,0,1.754,0.25,8.584
BCI,1985-1990,bc2,Acacia,melanoceras,5,5,5.223,0,1.398,0.25,6.108,1,1,5.248,0,1.569,0.269,8.397
BCI,1985-1990,bc2,Acalypha,diversifolia,1192,776,5.286,8.121,8.119,7.343,8.93,3,1,5.323,20.638,5.515,1.19,20.67
BCI,1985-1990,bc2,Acalypha,macrostachya,65,32,5.196,13.639,12.858,8.862,18.127,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Adelia,triloba,200,148,5.302,5.679,5.591,4.186,7.305,114,103,5.318,1.908,1.842,0.964,3.105
BCI,1985-1990,bc2,Aegiphila,panamensis,103,71,5.257,7.077,6.805,4.747,9.432,21,19,5.298,1.889,1.73,0.493,4.752
BCI,1985-1990,bc2,Alchornea,costaricensis,153,98,5.258,8.472,8.268,6.37,10.771,158,140,5.358,2.257,2.203,1.323,3.348
BCI,1985-1990,bc2,Alchornea,latifolia,0,0,NA,NA,NA,NA,NA,2,2,5.21,0,1.505,0.243,8.658
BCI,1985-1990,bc2,Alibertia,edulis,339,321,5.249,1.04,1.057,0.66,1.607,2,2,5.232,0,1.581,0.203,8.271
BCI,1985-1990,bc2,Allophylus,psilospermus,139,116,5.286,3.422,3.34,2.162,4.969,32,25,5.285,4.671,3.847,1.697,7.564
BCI,1985-1990,bc2,Alseis,blackiana,7180,6737,5.267,1.209,1.214,1.107,1.328,852,833,5.393,0.418,0.448,0.273,0.668
BCI,1985-1990,bc2,Amaioua,corymbosa,27,27,5.28,0,0.663,0.137,2.2,2,2,5.262,0,1.492,0.298,7.841
BCI,1985-1990,bc2,Anacardium,excelsum,3,2,5.317,7.626,4.013,0.636,16.369,23,21,5.447,1.67,1.618,0.504,4.371
BCI,1985-1990,bc2,Anaxagorea,panamensis,472,444,5.191,1.178,1.192,0.804,1.693,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Andira,inermis,271,264,5.292,0.495,0.561,0.275,1.03,35,29,5.3,3.548,3.048,1.295,6.02
BCI,1985-1990,bc2,Annona,acuminata,521,476,5.261,1.717,1.722,1.267,2.299,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Annona,hayesii,1,1,5.251,0,2.087,0.255,15.395,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Annona,spraguei,53,39,5.26,5.831,5.402,3.04,8.718,18,16,5.255,2.241,1.979,0.533,5.279
BCI,1985-1990,bc2,Apeiba,membranacea,115,103,5.243,2.102,2.032,1.125,3.404,226,212,5.371,1.191,1.213,0.71,1.92
BCI,1985-1990,bc2,Apeiba,tibourbou,16,12,5.243,5.487,4.478,1.535,10.669,23,14,5.302,9.363,7.157,3.369,13.529
BCI,1985-1990,bc2,Aphelandra,sinclairiana,10,6,5.151,9.918,7.01,2.335,17.366,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Appunia,seibertii,1,1,5.29,0,2.134,0.282,12.777,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Ardisia,bartlettii,3,3,5.285,0,1.64,0.247,8.743,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Ardisia,fendleri,77,74,5.281,0.753,0.912,0.314,1.954,1,1,5.306,0,1.696,0.334,9.55
BCI,1985-1990,bc2,Ardisia,guianensis,16,15,5.149,1.253,1.578,0.352,4.988,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Aspidosperma,spruceanum,419,404,5.317,0.686,0.724,0.427,1.117,51,48,5.321,1.139,1.205,0.426,2.728
BCI,1985-1990,bc2,Astrocaryum,standleyanum,7,6,5.291,2.914,2.418,0.499,8.542,225,205,5.301,1.756,1.732,1.135,2.604
BCI,1985-1990,bc2,Astronium,graveolens,25,24,5.259,0.776,1.142,0.261,3.346,37,36,5.353,0.512,0.896,0.211,2.478
BCI,1985-1990,bc2,Attalea,butyracea,0,0,NA,NA,NA,NA,NA,40,34,5.281,3.077,2.63,1.122,5.26
BCI,1985-1990,bc2,Beilschmiedia,pendula,2358,2189,5.248,1.417,1.424,1.212,1.65,304,285,5.338,1.209,1.221,0.751,1.831
BCI,1985-1990,bc2,Bertiera,guianensis,2,1,5.347,12.963,4.784,0.746,22.247,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Borojoa,panamensis,1,1,5.18,0,2.076,0.308,13.793,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Brosimum,alicastrum,713,695,5.273,0.485,0.514,0.318,0.796,180,171,5.381,0.953,0.991,0.524,1.749
BCI,1985-1990,bc2,Brosimum,guianense,5,5,5.275,0,1.39,0.241,6.516,1,1,5.311,0,1.75,0.275,9.368
BCI,1985-1990,bc2,Calophyllum,longifolium,665,592,5.25,2.215,2.218,1.756,2.75,54,46,5.261,3.048,2.782,1.317,5.001
BCI,1985-1990,bc2,Capparis,frondosa,3659,3507,5.295,0.801,0.802,0.682,0.938,1,1,5.322,0,1.63,0.223,8.523
BCI,1985-1990,bc2,Casearia,aculeata,450,407,5.286,1.9,1.895,1.414,2.535,26,25,5.302,0.74,1.028,0.287,3.179
BCI,1985-1990,bc2,Casearia,arborea,95,64,5.259,7.511,7.271,4.915,10.106,129,108,5.309,3.347,3.165,1.991,4.865
BCI,1985-1990,bc2,Casearia,commersoniana,20,17,5.191,3.131,2.789,0.861,6.797,3,3,5.228,0,1.426,0.252,6.052
BCI,1985-1990,bc2,Casearia,guianensis,16,16,5.298,0,0.817,0.162,3.169,1,1,5.279,0,1.638,0.314,8.239
BCI,1985-1990,bc2,Casearia,sylvestris,163,138,5.247,3.173,3.094,2.058,4.536,68,59,5.291,2.683,2.465,1.23,4.406
BCI,1985-1990,bc2,Cassipourea,elliptica,776,746,5.256,0.75,0.771,0.528,1.079,70,60,5.259,2.931,2.708,1.404,4.841
BCI,1985-1990,bc2,Cavanillesia,platanifolia,1,1,5.355,0,2.057,0.243,13.313,21,21,5.429,0,0.785,0.179,2.448
BCI,1985-1990,bc2,Cecropia,insignis,191,82,5.233,16.157,15.913,13.016,19.303,245,205,5.443,3.275,3.196,2.299,4.322
BCI,1985-1990,bc2,Cecropia,obtusifolia,13,6,5.272,14.665,11.333,4.777,23.451,24,15,5.321,8.832,6.963,3.219,13.065
BCI,1985-1990,bc2,Cedrela,odorata,0,0,NA,NA,NA,NA,NA,2,2,5.373,0,1.455,0.274,8.116
BCI,1985-1990,bc2,Ceiba,pentandra,27,19,5.219,6.733,5.857,2.706,11.115,41,35,5.595,2.828,2.507,1.075,5.264
BCI,1985-1990,bc2,Celtis,schippii,128,112,5.274,2.532,2.502,1.461,3.865,38,29,5.269,5.13,4.339,2.237,7.752
BCI,1985-1990,bc2,Cespedesia,spathulata,3,3,5.303,0,1.733,0.268,8.837,2,2,5.34,0,1.503,0.259,7.018
BCI,1985-1990,bc2,Cestrum,megalophyllum,236,131,5.267,11.176,11.024,9.049,13.263,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Chamaedorea,tepejilote,22,11,5.248,13.207,11.239,5.665,19.515,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Chamguava,schippii,238,225,5.234,1.073,1.119,0.609,1.796,1,1,5.101,0,1.737,0.302,10.053
BCI,1985-1990,bc2,Chimarrhis,parviflora,3,2,5.258,7.712,3.783,0.635,17.121,1,1,5.303,0,1.572,0.246,8.383
BCI,1985-1990,bc2,Chrysochlamys,eclipes,431,399,5.27,1.464,1.477,1.024,2.031,5,5,5.248,0,1.336,0.244,5.164
BCI,1985-1990,bc2,Chrysophyllum,argenteum,395,383,5.257,0.587,0.619,0.37,1.014,86,82,5.301,0.898,0.998,0.385,2.053
BCI,1985-1990,bc2,Chrysophyllum,cainito,57,54,5.278,1.024,1.147,0.367,2.589,22,22,5.509,0,0.761,0.196,2.428
BCI,1985-1990,bc2,Cinnamomum,triplinerve,64,54,5.242,3.241,3.08,1.6,5.452,18,16,5.241,2.247,1.967,0.555,5.53
BCI,1985-1990,bc2,Clidemia,dentata,14,1,5.266,50.118,36.14,17.752,69.306,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Clidemia,octona,6,0,5.305,Inf,32.28,10.543,84.934,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Clidemia,septuplinervia,2,0,5.37,Inf,11.841,1.963,60.436,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Coccoloba,coronata,170,161,5.265,1.033,1.071,0.564,1.894,20,19,5.331,0.962,1.277,0.352,3.924
BCI,1985-1990,bc2,Coccoloba,manzinellensis,435,418,5.252,0.759,0.791,0.474,1.19,9,9,5.3,0,1.043,0.226,4.274
BCI,1985-1990,bc2,Cojoba,rufescens,2,2,5.299,0,1.842,0.285,10.143,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Colubrina,glandulosa,0,0,NA,NA,NA,NA,NA,1,1,5.791,0,1.622,0.256,8.41
BCI,1985-1990,bc2,Conostegia,bracteata,4,2,5.35,12.957,6.563,1.217,22.809,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Conostegia,cinnamomea,279,163,5.273,10.193,10.074,8.289,11.995,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Cordia,alliodora,48,41,5.211,3.025,2.895,1.363,5.517,60,53,5.276,2.351,2.161,1.035,4.088
BCI,1985-1990,bc2,Cordia,bicolor,500,388,5.211,4.867,4.841,3.969,5.796,258,242,5.231,1.224,1.232,0.754,1.934
BCI,1985-1990,bc2,Cordia,lasiocalyx,1220,1100,5.259,1.969,1.949,1.642,2.325,445,398,5.282,2.113,2.112,1.517,2.755
BCI,1985-1990,bc2,Coussarea,curvigemmia,1618,1556,5.24,0.746,0.762,0.587,0.965,47,41,5.259,2.597,2.356,1.008,4.65
BCI,1985-1990,bc2,Coutarea,hexandra,2,2,5.344,0,1.953,0.248,10.394,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Croton,billbergianus,554,217,5.247,17.862,17.76,15.825,19.742,67,37,5.224,11.366,10.491,7.104,14.861
BCI,1985-1990,bc2,Cupania,cinerea,6,5,5.23,3.486,2.601,0.523,10.516,1,1,5.18,0,1.736,0.297,9.01
BCI,1985-1990,bc2,Cupania,latifolia,40,36,5.268,2,1.998,0.721,4.44,9,7,5.317,4.727,2.981,0.773,9.118
BCI,1985-1990,bc2,Cupania,rufescens,67,65,5.238,0.579,0.823,0.252,1.908,6,6,5.188,0,1.312,0.245,5.332
BCI,1985-1990,bc2,Cupania,seemannii,1007,992,5.254,0.286,0.312,0.189,0.512,29,29,5.207,0,0.691,0.147,2.278
BCI,1985-1990,bc2,Cyathea,petiolata,3,1,5.272,20.838,8.434,1.713,32.689,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Dendropanax,arboreus,58,47,5.22,4.028,3.874,1.999,6.545,102,90,5.234,2.391,2.303,1.26,3.807
BCI,1985-1990,bc2,Desmopsis,panamensis,12092,10461,5.272,2.748,2.743,2.62,2.885,15,9,5.25,9.73,6.848,2.641,14.319
BCI,1985-1990,bc2,Diospyros,artanthifolia,43,43,5.198,0,0.514,0.103,1.537,12,12,5.235,0,0.981,0.191,3.564
BCI,1985-1990,bc2,Dipteryx,oleifera,19,17,5.251,2.118,2.017,0.538,5.829,33,33,5.593,0,0.637,0.144,1.84
BCI,1985-1990,bc2,Drypetes,standleyi,2036,1938,5.296,0.931,0.936,0.757,1.154,228,221,5.313,0.587,0.639,0.304,1.214
BCI,1985-1990,bc2,Elaeis,oleifera,0,0,NA,NA,NA,NA,NA,18,18,5.277,0,0.842,0.211,2.963
BCI,1985-1990,bc2,Enterolobium,schomburgkii,10,10,5.219,0,1.125,0.2,4.622,2,2,5.244,0,1.557,0.282,7.181
BCI,1985-1990,bc2,Erythrina,costaricensis,189,144,5.257,5.173,5.054,3.738,6.668,46,34,5.273,5.733,5.022,2.583,8.499
BCI,1985-1990,bc2,Erythroxylum,macrophyllum,285,241,5.258,3.189,3.164,2.311,4.216,20,15,5.318,5.409,4.102,1.639,9.171
BCI,1985-1990,bc2,Erythroxylum,panamense,106,96,5.244,1.89,1.877,0.998,3.266,0,0,NA,NA,NA,NA,NA
BCI,1985-1990,bc2,Eugenia,coloradoensis,763,679,5.269,2.214,2.216,1.747,2.684,79,65,5.29,3.687,3.357,1.977,5.512
