site,census,code,genus,species,n10m,s10m,t10m,r10m,f10m,l10m,u10m,n100m,s100m,t100m,r100m,f100m,l100m,u100m
Pasoh,1995-2000,pa3,Barringtonia,macrostachya,3207,3086,4.843,0.794,0.807,0.67,0.953,362,339,4.818,1.362,1.377,0.937,2.023
Pasoh,1995-2000,pa3,Barringtonia,pendula,189,183,4.756,0.678,0.825,0.434,1.539,47,46,4.741,0.454,1.076,0.437,2.307
Pasoh,1995-2000,pa3,Beilschmiedia,dictyoneura,18,18,4.859,0,1.136,0.387,2.971,4,3,4.762,6.041,2.106,0.74,6.194
Pasoh,1995-2000,pa3,Beilschmiedia,kunstleri,7,6,5.024,3.068,1.958,0.622,5.53,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Beilschmiedia,lucidula,197,171,4.748,2.981,2.797,1.889,4.014,27,22,4.735,4.325,2.853,1.256,5.797
Pasoh,1995-2000,pa3,Beilschmiedia,madang,104,96,4.696,1.704,1.686,0.855,2.964,21,19,4.666,2.145,1.817,0.732,4.267
Pasoh,1995-2000,pa3,Beilschmiedia,palembanica,192,179,4.799,1.461,1.457,0.852,2.332,20,19,4.733,1.084,1.474,0.632,3.635
Pasoh,1995-2000,pa3,Bhesa,paniculata,159,154,4.763,0.671,0.872,0.408,1.593,30,29,4.705,0.721,1.312,0.498,2.92
Pasoh,1995-2000,pa3,Blumeodendron,calophyllum,121,110,4.784,1.992,1.897,1.042,3.157,26,25,4.793,0.818,1.373,0.552,3.24
Pasoh,1995-2000,pa3,Blumeodendron,subrotundifolium,157,140,4.95,2.315,2.195,1.383,3.37,23,22,4.833,0.92,1.426,0.582,3.172
Pasoh,1995-2000,pa3,Blumeodendron,tokbrai,200,181,4.818,2.072,1.998,1.288,2.946,48,46,4.79,0.889,1.281,0.554,2.667
Pasoh,1995-2000,pa3,Bouea,macrophylla,320,300,4.832,1.336,1.345,0.842,1.993,49,47,4.763,0.875,1.248,0.549,2.763
Pasoh,1995-2000,pa3,Bouea,oppositifolia,363,335,4.756,1.688,1.663,1.148,2.353,50,46,4.715,1.769,1.701,0.768,3.368
Pasoh,1995-2000,pa3,Brackenridgea,hookeri,63,56,4.766,2.471,2.148,1.064,3.989,16,14,4.696,2.843,2.02,0.794,4.779
Pasoh,1995-2000,pa3,Bridelia,pustulata,28,28,4.771,0,0.92,0.323,2.437,7,7,4.669,0,1.531,0.532,4.155
Pasoh,1995-2000,pa3,Buchanania,sessifolia,802,704,4.832,2.697,2.675,2.155,3.214,122,80,4.826,8.744,7.679,5.575,10.201
Pasoh,1995-2000,pa3,Callicarpa,maingayi,50,43,4.901,3.077,2.515,1.188,4.806,12,10,5.038,3.619,2.143,0.833,5.601
Pasoh,1995-2000,pa3,Calophyllum,depressinervosum,34,30,4.67,2.68,2.204,0.861,4.73,11,6,4.819,12.578,4.546,1.767,10.369
Pasoh,1995-2000,pa3,Calophyllum,dioscurii,527,413,4.795,5.084,4.95,4.069,5.923,60,50,4.809,3.791,3.06,1.62,5.134
Pasoh,1995-2000,pa3,Calophyllum,macrocarpum,180,153,4.81,3.379,3.153,2.139,4.482,25,23,4.986,1.672,1.684,0.678,3.696
Pasoh,1995-2000,pa3,Calophyllum,rupicola,12,9,4.973,5.785,2.972,1.042,7.245,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Calophyllum,soulattri,1,0,5.046,Inf,2.494,0.75,9.364,3,3,4.542,0,1.546,0.533,4.504
Pasoh,1995-2000,pa3,Calophyllum,tetrapterum,407,335,4.824,4.035,3.903,3.072,4.841,52,48,4.801,1.667,1.652,0.773,3.322
Pasoh,1995-2000,pa3,Calophyllum,wallichianum,231,181,4.767,5.117,4.806,3.643,6.26,22,19,4.783,3.065,2.243,0.958,4.897
Pasoh,1995-2000,pa3,Calophyllum,wall._var._incrassatum,24,16,4.73,8.572,5.295,2.499,10.387,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Campnosperma,auriculatum,0,0,NA,NA,NA,NA,NA,3,3,4.83,0,1.599,0.601,4.602
Pasoh,1995-2000,pa3,Canarium,apertum,79,76,4.803,0.806,1.041,0.454,2.16,12,11,4.787,1.818,1.721,0.645,4.39
Pasoh,1995-2000,pa3,Canarium,littorale_var._littorale,988,917,4.799,1.554,1.544,1.22,1.938,85,61,4.807,6.902,5.679,3.707,8.365
Pasoh,1995-2000,pa3,Canarium,littorale_var._rufum,1358,1254,4.837,1.647,1.643,1.36,1.989,168,151,4.848,2.201,2.086,1.297,3.15
Pasoh,1995-2000,pa3,Canarium,littorale_v.purpurescens,2,2,4.572,0,1.584,0.479,4.904,1,1,4.457,0,1.645,0.541,5.264
Pasoh,1995-2000,pa3,Canarium,littorale_v._tomentosum,300,277,4.844,1.647,1.621,1.066,2.415,76,67,4.873,2.587,2.287,1.225,3.909
Pasoh,1995-2000,pa3,Canarium,megalanthum,159,152,4.891,0.921,1.041,0.535,1.822,33,33,4.84,0,1.041,0.407,2.309
Pasoh,1995-2000,pa3,Canarium,patentinervium,116,111,4.761,0.925,1.062,0.517,2.02,24,20,4.675,3.9,2.571,1.078,5.467
Pasoh,1995-2000,pa3,Canarium,pilosum,451,406,4.771,2.203,2.168,1.611,2.825,35,30,4.829,3.192,2.427,1.153,4.763
Pasoh,1995-2000,pa3,Carallia,brachiata,219,193,4.807,2.629,2.489,1.687,3.567,112,81,4.658,6.957,6.002,4.146,8.581
Pasoh,1995-2000,pa3,Caryota,mitis,5,1,4.734,33.999,6.107,1.88,18.595,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Casearia,clarkei,34,32,4.729,1.282,1.408,0.534,3.319,5,5,4.771,0,1.496,0.523,4.323
Pasoh,1995-2000,pa3,Cassia,nodosa,1,1,4.821,0,1.616,0.497,5.51,2,2,4.538,0,1.635,0.54,5.145
Pasoh,1995-2000,pa3,Castanopsis,curtisii,12,10,4.901,3.72,2.243,0.725,5.666,7,5,4.738,7.102,2.575,0.89,6.708
Pasoh,1995-2000,pa3,Castanopsis,inermis,10,8,4.706,4.741,2.463,0.833,6.48,2,2,4.587,0,1.629,0.564,4.898
Pasoh,1995-2000,pa3,Castanopsis,megacarpa,71,66,4.846,1.507,1.543,0.704,2.901,22,18,4.877,4.115,2.67,1.141,5.546
Pasoh,1995-2000,pa3,Castanopsis,nepheliodes,9,9,4.817,0,1.274,0.386,3.814,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Castanopsis,schefferiana,349,304,4.807,2.872,2.78,2.063,3.707,130,118,4.684,2.068,1.967,1.159,3.17
Pasoh,1995-2000,pa3,Celtis,rigrescens,1,1,4.6,0,1.634,0.465,5.6,2,2,4.891,0,1.661,0.53,4.88
Pasoh,1995-2000,pa3,Champereia,manillana,1143,1068,4.844,1.401,1.392,1.111,1.736,4,4,4.626,0,1.622,0.574,4.64
Pasoh,1995-2000,pa3,Chassalia,curviflora,349,285,4.973,4.074,3.923,3.067,4.95,2,2,4.824,0,1.602,0.565,4.689
Pasoh,1995-2000,pa3,Chassalia,longifolia,2,1,5.049,13.73,2.279,0.676,7.894,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Cheilosa,malayana,21,20,4.791,1.018,1.374,0.487,3.531,13,13,4.828,0,1.367,0.475,3.398
Pasoh,1995-2000,pa3,Chionanthus,calophyllus,17,15,4.494,2.785,2.035,0.725,5.137,4,3,4.476,6.427,2.171,0.746,6.049
Pasoh,1995-2000,pa3,Chionanthus,macrocarpus,63,50,4.811,4.803,3.93,2.249,6.714,4,0,4.807,Inf,5.231,1.785,15.467
Pasoh,1995-2000,pa3,Chionanthus,ramiflorus,60,49,4.872,4.157,3.402,1.902,5.915,7,7,4.859,0,1.512,0.52,3.922
Pasoh,1995-2000,pa3,Chisocheton,ceramicus,69,69,4.66,0,0.652,0.245,1.562,10,10,4.698,0,1.397,0.502,3.604
Pasoh,1995-2000,pa3,Chisocheton,erythrocarpus,103,99,4.77,0.83,1.032,0.465,2.042,20,19,4.828,1.062,1.519,0.588,3.525
Pasoh,1995-2000,pa3,Chisocheton,glomeratus,12,11,4.598,1.892,1.705,0.557,4.661,2,2,5.22,0,1.58,0.591,4.609
Pasoh,1995-2000,pa3,Chisocheton,patens,79,76,4.658,0.831,1.06,0.469,2.161,9,9,4.774,0,1.402,0.491,3.83
Pasoh,1995-2000,pa3,Chisocheton,sarawakanus,6,3,4.475,15.489,4.168,1.361,11.358,1,1,4.879,0,1.674,0.557,4.913
Pasoh,1995-2000,pa3,Chisocheton,tomentosus,146,135,4.713,1.662,1.64,0.898,2.66,16,14,4.865,2.745,2.029,0.793,4.942
Pasoh,1995-2000,pa3,Chrysophyllum,lanceolatum,44,44,4.728,0,0.804,0.285,1.942,19,19,4.665,0,1.218,0.523,3.13
Pasoh,1995-2000,pa3,Cinnamomum,iners,160,138,4.779,3.095,2.868,1.828,4.134,19,16,4.624,3.716,2.357,0.936,5.278
Pasoh,1995-2000,pa3,Cinnamomum,javanicum,195,175,4.7,2.302,2.189,1.395,3.204,8,7,4.697,2.843,1.949,0.695,5.024
Pasoh,1995-2000,pa3,Cinnamomum,mollissimum,89,84,4.709,1.228,1.303,0.594,2.508,2,2,4.571,0,1.601,0.547,5.03
Pasoh,1995-2000,pa3,Cinnamomum,porrectum,0,0,NA,NA,NA,NA,NA,2,2,4.638,0,1.689,0.603,4.655
Pasoh,1995-2000,pa3,Cinnamomum,sintoc,19,18,4.869,1.11,1.447,0.496,3.83,6,5,4.689,3.888,2.126,0.757,5.757
Pasoh,1995-2000,pa3,Cleistanthus,maingayi,1021,958,4.872,1.307,1.304,1.006,1.645,5,5,4.694,0,1.589,0.489,4.13
Pasoh,1995-2000,pa3,Cleistanthus,malacccensis,56,52,4.675,1.585,1.572,0.707,3.277,1,1,4.715,0,1.82,0.512,5.121
Pasoh,1995-2000,pa3,Cleistanthus,myrianthus,89,84,4.538,1.274,1.363,0.632,2.585,7,6,4.543,3.393,1.877,0.693,5.391
Pasoh,1995-2000,pa3,Cleistanthus,sumatranus,380,353,4.587,1.607,1.611,1.079,2.226,90,83,4.564,1.774,1.75,0.885,3.109
Pasoh,1995-2000,pa3,Clerodendrum,deflexum,147,113,4.949,5.315,4.884,3.406,6.73,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Clerodendrum,laevifolium,82,60,4.87,6.415,5.503,3.5,8.246,1,1,4.602,0,1.765,0.535,4.765
Pasoh,1995-2000,pa3,Clerodendrum,nutans,4,4,4.686,0,1.454,0.425,4.907,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Coelostegia,griffithii,145,138,4.859,1.018,1.15,0.573,2.052,12,10,4.682,3.894,2.221,0.814,5.404
Pasoh,1995-2000,pa3,Crateva,religiosa,2,2,4.637,0,1.594,0.48,5.324,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Cratoxylum,arborescens,0,0,NA,NA,NA,NA,NA,1,1,4.723,0,1.666,0.59,4.717
Pasoh,1995-2000,pa3,Cratoxylum,cochinchinense,8,6,4.814,5.976,2.609,0.837,7.306,3,3,4.785,0,1.643,0.569,4.715
Pasoh,1995-2000,pa3,Cratoxylum,formosum,69,62,4.728,2.262,2.028,0.989,3.717,11,9,4.778,4.2,2.333,0.869,5.726
Pasoh,1995-2000,pa3,Cratoxylum,maingayi,18,17,4.645,1.231,1.532,0.516,3.668,22,19,4.642,3.158,2.196,0.918,5.018
Pasoh,1995-2000,pa3,Croton,argyratus,1179,1071,4.741,2.026,2.007,1.666,2.401,59,48,4.724,4.368,3.422,1.862,5.953
Pasoh,1995-2000,pa3,Croton,laevifolius,395,352,4.704,2.45,2.373,1.769,3.134,82,73,4.725,2.46,2.179,1.185,3.661
Pasoh,1995-2000,pa3,Crudia,curtisii,31,31,4.686,0,0.946,0.31,2.462,5,5,5.112,0,1.48,0.53,4.058
Pasoh,1995-2000,pa3,Crypteronia,griffithii,25,25,4.84,0,1,0.336,2.667,5,2,4.831,18.966,3.708,1.36,9.94
Pasoh,1995-2000,pa3,Cryptocarya,ferrea,101,98,4.703,0.641,0.916,0.404,1.859,7,6,4.668,3.302,1.942,0.711,5.383
Pasoh,1995-2000,pa3,Cryptocarya,griffithiana,361,339,4.775,1.317,1.33,0.879,1.954,13,10,4.875,5.381,2.708,1.072,6.421
Pasoh,1995-2000,pa3,Cryptocarya,infectoria,609,563,4.729,1.661,1.651,1.222,2.142,31,29,4.67,1.428,1.569,0.642,3.526
Pasoh,1995-2000,pa3,Cryptocarya,kurzii,640,598,4.809,1.411,1.418,1.059,1.866,32,28,4.781,2.793,2.189,0.931,4.447
Pasoh,1995-2000,pa3,Cryptocarya,rugulosa,286,267,4.906,1.401,1.432,0.91,2.097,28,24,4.86,3.172,2.352,1.01,4.915
Pasoh,1995-2000,pa3,Cryptocarya,scortechinii,34,30,4.789,2.613,2.176,0.873,4.574,6,4,4.616,8.783,2.711,0.977,6.939
Pasoh,1995-2000,pa3,Ctenolophon,parvifolius,163,157,4.854,0.773,0.93,0.442,1.68,13,13,4.836,0,1.335,0.475,3.525
Pasoh,1995-2000,pa3,Cyathocalyx,pruniferous,27,22,4.762,4.301,2.906,1.212,6.074,7,6,4.638,3.323,1.989,0.755,5.136
Pasoh,1995-2000,pa3,Cyathocalyx,ramuliflorus,56,50,4.676,2.424,2.118,0.984,4.024,11,11,4.623,0,1.389,0.459,3.918
Pasoh,1995-2000,pa3,Cynometra,malaccensis,913,897,4.843,0.365,0.428,0.272,0.633,278,274,4.794,0.302,0.552,0.283,0.96
Pasoh,1995-2000,pa3,Dacryodes,costata,496,480,4.826,0.679,0.738,0.45,1.147,80,77,4.845,0.789,1.112,0.509,2.19
Pasoh,1995-2000,pa3,Dacryodes,incurvata,12,11,4.863,1.789,1.644,0.548,4.687,4,4,4.584,0,1.533,0.53,4.571
Pasoh,1995-2000,pa3,Dacryodes,laxa,835,808,4.808,0.684,0.729,0.504,0.999,115,104,4.898,2.053,1.942,1.101,3.153
Pasoh,1995-2000,pa3,Dacryodes,longifolia,116,108,4.714,1.516,1.534,0.787,2.697,15,12,4.845,4.605,2.57,0.978,6.058
Pasoh,1995-2000,pa3,Dacryodes,nervosa,16,14,4.869,2.743,1.977,0.692,4.97,12,12,4.936,0,1.276,0.474,3.461
Pasoh,1995-2000,pa3,Dacryodes,puberula,37,34,4.799,1.762,1.654,0.65,3.547,15,14,4.887,1.412,1.634,0.617,4.072
Pasoh,1995-2000,pa3,Dacryodes,rostrata,2243,2174,4.725,0.661,0.686,0.534,0.85,220,202,4.735,1.803,1.784,1.136,2.659
Pasoh,1995-2000,pa3,Dacryodes,rubiginosa,466,431,4.793,1.629,1.608,1.135,2.185,33,29,4.74,2.726,2.186,0.967,4.57
Pasoh,1995-2000,pa3,Dacryodes,rugosa,4840,4606,4.807,1.031,1.044,0.911,1.183,545,499,4.771,1.848,1.827,1.366,2.394
Pasoh,1995-2000,pa3,Decaspermum,fruticosum,54,49,4.86,1.999,1.815,0.84,3.536,3,3,4.671,0,1.607,0.528,4.597
Pasoh,1995-2000,pa3,Dehaasia,cuneata,188,182,4.953,0.655,0.81,0.426,1.461,59,57,4.942,0.698,1.116,0.498,2.316
Pasoh,1995-2000,pa3,Dehaasia,incrassata,31,29,4.843,1.377,1.511,0.54,3.489,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Dehaasia,longipetiolata,7,7,5.04,0,1.332,0.387,4.051,5,5,4.97,0,1.577,0.532,4.116
Pasoh,1995-2000,pa3,Dehaasia,polyneura,16,14,4.997,2.672,1.987,0.739,5.06,5,5,4.893,0,1.556,0.549,4.377
Pasoh,1995-2000,pa3,Deplanchea,bancana,1,1,4.6,0,1.537,0.478,5.15,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Dialium,maingayi,83,78,4.784,1.299,1.388,0.652,2.618,21,20,4.837,1.009,1.414,0.594,3.35
Pasoh,1995-2000,pa3,Dialium,platysepalum,983,914,4.799,1.517,1.515,1.183,1.888,121,119,4.818,0.346,0.785,0.366,1.563
Pasoh,1995-2000,pa3,Dialium,procerum,73,72,4.889,0.282,0.765,0.303,1.75,55,51,4.856,1.555,1.623,0.764,3.073
Pasoh,1995-2000,pa3,Dialium,wallichii,28,27,4.813,0.756,1.217,0.444,3.02,8,8,4.798,0,1.463,0.544,4.1
Pasoh,1995-2000,pa3,Dichapetalum,geloniodes,78,63,4.68,4.564,3.927,2.245,6.313,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Dillenia,grandifolia,3,3,4.63,0,1.488,0.487,5.191,8,6,4.877,5.899,2.494,0.968,6.408
Pasoh,1995-2000,pa3,Dillenia,reticulata,32,25,4.809,5.134,3.648,1.635,7.141,11,10,4.647,2.051,1.837,0.674,4.722
Pasoh,1995-2000,pa3,Dillenia,sumatrana,301,270,4.727,2.299,2.238,1.569,3.173,53,48,4.791,2.068,1.876,0.855,3.731
Pasoh,1995-2000,pa3,Diospyros,adenophora,148,148,4.832,0,0.431,0.174,0.94,4,4,5.128,0,1.559,0.485,4.397
Pasoh,1995-2000,pa3,Diospyros,andamanica,376,350,4.788,1.497,1.484,1.022,2.124,1,1,4.903,0,1.772,0.544,5.662
Pasoh,1995-2000,pa3,Diospyros,apiculata,1357,1300,4.821,0.89,0.912,0.704,1.164,144,133,4.753,1.672,1.68,0.956,2.725
Pasoh,1995-2000,pa3,Diospyros,areolata,120,116,4.947,0.685,0.907,0.433,1.727,13,13,4.732,0,1.293,0.49,3.282
Pasoh,1995-2000,pa3,Diospyros,argentea,444,429,4.749,0.724,0.803,0.502,1.217,1,1,4.884,0,1.781,0.565,4.994
Pasoh,1995-2000,pa3,Diospyros,buxifolia,476,441,4.621,1.653,1.636,1.153,2.254,55,51,4.635,1.629,1.642,0.765,3.232
Pasoh,1995-2000,pa3,Diospyros,cauliflora,277,263,4.819,1.076,1.135,0.68,1.766,15,15,4.724,0,1.276,0.461,3.205
Pasoh,1995-2000,pa3,Diospyros,daemona,2,2,5.409,0,1.533,0.465,4.934,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Diospyros,diepenhorstii,29,28,4.793,0.732,1.205,0.444,2.866,1,1,4.6,0,1.728,0.605,4.71
Pasoh,1995-2000,pa3,Diospyros,lanceifolia,21,19,4.843,2.067,1.748,0.648,4.4,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Diospyros,latisepala,610,589,4.791,0.731,0.783,0.512,1.146,51,50,4.751,0.417,1.042,0.439,2.259
Pasoh,1995-2000,pa3,Diospyros,maingayi,47,46,4.82,0.446,0.962,0.37,2.275,42,41,4.762,0.506,1.145,0.46,2.506
Pasoh,1995-2000,pa3,Diospyros,nutans,2226,2118,4.78,1.041,1.053,0.864,1.258,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Diospyros,penangiana,12,10,4.659,3.913,2.247,0.796,5.883,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Diospyros,pendula,612,574,4.589,1.397,1.392,1.012,1.882,2,2,4.734,0,1.672,0.555,4.675
Pasoh,1995-2000,pa3,Diospyros,pyrrhocarpa,47,43,4.888,1.82,1.711,0.73,3.497,7,7,4.75,0,1.52,0.514,4.016
Pasoh,1995-2000,pa3,Diospyros,rufa,113,111,4.847,0.368,0.725,0.32,1.471,15,13,4.868,2.939,2.072,0.819,4.943
Pasoh,1995-2000,pa3,Diospyros,scortechinii,3072,2878,4.833,1.35,1.342,1.177,1.558,9,9,4.809,0,1.459,0.519,3.763
Pasoh,1995-2000,pa3,Diospyros,singaporensis,621,591,4.892,1.012,1.039,0.732,1.423,54,53,4.953,0.377,1.007,0.418,2.147
Pasoh,1995-2000,pa3,Diospyros,sumatrana,719,680,4.835,1.153,1.172,0.863,1.561,48,44,4.823,1.804,1.735,0.779,3.492
Pasoh,1995-2000,pa3,Diospyros,venosa,1388,1332,4.796,0.859,0.881,0.678,1.111,50,46,4.809,1.734,1.691,0.781,3.278
Pasoh,1995-2000,pa3,Diospyros,wallichii,83,77,4.769,1.574,1.573,0.74,2.935,2,2,4.954,0,1.671,0.588,4.794
Pasoh,1995-2000,pa3,Diplospora,lasiantha,105,98,4.843,1.425,1.482,0.755,2.6,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Diplospora,malaccensis,775,726,4.809,1.358,1.343,1.012,1.774,174,161,4.812,1.614,1.618,0.957,2.568
Pasoh,1995-2000,pa3,Dipterocarpus,cornutus,1269,1195,4.874,1.233,1.243,0.983,1.543,272,262,4.918,0.762,0.902,0.535,1.427
Pasoh,1995-2000,pa3,Dipterocarpus,costulatus,593,552,4.751,1.508,1.499,1.09,2.007,50,44,4.704,2.717,2.263,1.104,4.242
Pasoh,1995-2000,pa3,Dipterocarpus,crinitus,212,203,5.123,0.847,0.969,0.519,1.569,31,31,5.126,0,1.012,0.398,2.323
Pasoh,1995-2000,pa3,Dipterocarpus,kunstleri,53,50,4.732,1.231,1.324,0.555,2.932,5,5,4.828,0,1.553,0.537,4.056
Pasoh,1995-2000,pa3,Dipterocarpus,sublamellatus,3,2,4.674,8.674,2.148,0.626,7.371,1,0,4.523,Inf,2.347,0.8,6.926
Pasoh,1995-2000,pa3,Dracaena,brachystachys,172,158,4.968,1.709,1.688,1.034,2.637,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Dracaena,elliptica,200,181,4.936,2.022,1.958,1.242,2.886,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Dracaena,tetrastachys,491,437,5.072,2.297,2.23,1.676,2.912,7,6,5.125,3.008,1.935,0.721,5.123
Pasoh,1995-2000,pa3,Dracontomelon,dao,36,36,4.752,0,0.879,0.296,2.204,3,3,4.728,0,1.561,0.546,4.497
Pasoh,1995-2000,pa3,Drimycarpus,luridus,219,214,4.937,0.468,0.669,0.319,1.202,17,16,4.856,1.248,1.619,0.637,3.85
Pasoh,1995-2000,pa3,Drypetes,kikir,200,193,4.955,0.719,0.855,0.456,1.535,23,22,4.805,0.925,1.454,0.565,3.432
Pasoh,1995-2000,pa3,Drypetes,laevis,216,204,4.895,1.168,1.218,0.722,1.969,24,23,4.723,0.901,1.419,0.534,3.293
Pasoh,1995-2000,pa3,Drypetes,longifolia,343,330,4.891,0.79,0.863,0.521,1.391,54,51,4.773,1.198,1.409,0.631,2.825
Pasoh,1995-2000,pa3,Drypetes,microphylla,39,39,4.943,0,0.793,0.299,2.118,18,15,4.836,3.77,2.387,0.963,5.59
Pasoh,1995-2000,pa3,Drypetes,pendula,628,605,4.796,0.778,0.838,0.552,1.186,90,85,4.822,1.185,1.349,0.675,2.497
Pasoh,1995-2000,pa3,Drypetes,polyneura,409,354,4.837,2.986,2.893,2.171,3.764,78,68,4.784,2.868,2.487,1.339,4.242
Pasoh,1995-2000,pa3,Drypetes,rhakodiskos,118,114,4.863,0.709,0.929,0.436,1.888,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Durio,griffithii,657,632,4.911,0.79,0.829,0.572,1.148,133,126,4.867,1.111,1.235,0.649,2.133
Pasoh,1995-2000,pa3,Durio,oxleyanus,67,66,4.854,0.31,0.815,0.307,1.761,19,18,4.78,1.131,1.515,0.621,3.542
Pasoh,1995-2000,pa3,Durio,singaporensis,63,57,4.805,2.083,1.913,0.893,3.603,25,25,4.782,0,1.099,0.429,2.589
Pasoh,1995-2000,pa3,Dyera,costulata,158,150,4.719,1.101,1.189,0.626,2.078,110,96,4.755,2.863,2.57,1.565,4.038
Pasoh,1995-2000,pa3,Dysoxylum,acutangulum,2,2,4.795,0,1.611,0.478,5.235,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Dysoxylum,alliaceum,218,202,4.756,1.603,1.584,0.98,2.419,17,17,4.654,0,1.278,0.482,3.221
Pasoh,1995-2000,pa3,Dysoxylum,carolinea,86,82,4.815,0.989,1.156,0.551,2.223,10,9,4.7,2.242,1.803,0.692,4.387
Pasoh,1995-2000,pa3,Dysoxylum,cauliflorum,72,69,4.707,0.904,1.156,0.468,2.365,8,7,4.615,2.893,1.946,0.719,5.01
Pasoh,1995-2000,pa3,Dysoxylum,costulatum,1,1,4.567,0,1.713,0.461,5.174,1,1,4.43,0,1.728,0.581,4.896
Pasoh,1995-2000,pa3,Dysoxylum,flavescens,16,14,4.695,2.844,2.079,0.723,5.277,3,3,4.636,0,1.628,0.58,4.379
Pasoh,1995-2000,pa3,Ehretia,timorensis,2,2,4.435,0,1.629,0.468,5.171,2,2,4.972,0,1.643,0.544,5.139
Pasoh,1995-2000,pa3,Elaeocarpus,ferrugineus,60,52,4.839,2.957,2.536,1.256,4.597,8,6,4.719,6.096,2.464,0.947,6.127
Pasoh,1995-2000,pa3,Elaeocarpus,griffithii,8,7,4.726,2.826,1.916,0.602,5.152,1,1,4.895,0,1.776,0.544,5.502
Pasoh,1995-2000,pa3,Elaeocarpus,nitidus,114,79,4.814,7.619,6.89,4.783,9.422,30,25,4.722,3.861,2.702,1.188,5.468
Pasoh,1995-2000,pa3,Elaeocarpus,palembanicus,140,120,4.731,3.258,3.016,1.887,4.445,15,13,4.736,3.022,2.119,0.81,5.047
Pasoh,1995-2000,pa3,Elaeocarpus,petiolatus,82,64,4.838,5.123,4.413,2.663,6.748,10,8,4.893,4.56,2.307,0.859,5.607
Pasoh,1995-2000,pa3,Elaeocarpus,rugosus,56,50,4.663,2.43,2.089,1.008,4.089,18,17,4.673,1.223,1.605,0.589,3.87
Pasoh,1995-2000,pa3,Elaeocarpus,stipularis,9,9,4.688,0,1.332,0.431,4.066,1,1,4.6,0,1.68,0.626,4.661
Pasoh,1995-2000,pa3,Elateriospermum,tapos,148,139,4.822,1.301,1.346,0.733,2.281,71,67,4.891,1.186,1.343,0.627,2.629
Pasoh,1995-2000,pa3,Endiandra,kingiana,10,10,4.733,0,1.304,0.393,3.91,4,3,4.58,6.281,2.187,0.759,6.3
Pasoh,1995-2000,pa3,Endiandra,maingayi,16,15,5.08,1.27,1.516,0.513,3.887,10,10,4.746,0,1.419,0.518,3.5
Pasoh,1995-2000,pa3,Endocomia,canarioides,15,13,4.772,2.999,2.126,0.768,5.572,15,11,4.801,6.46,3.192,1.32,7.397
Pasoh,1995-2000,pa3,Endospermum,malaccense,28,20,4.777,7.043,4.679,2.125,9.191,16,12,4.857,5.923,3.108,1.244,6.885
Pasoh,1995-2000,pa3,Engelhardtia,serrata,12,11,4.854,1.793,1.641,0.513,4.38,6,6,4.997,0,1.464,0.55,3.964
Pasoh,1995-2000,pa3,Enicosanthum,fuscum,902,838,4.778,1.54,1.527,1.2,1.94,58,56,4.74,0.74,1.169,0.513,2.384
Pasoh,1995-2000,pa3,Epiprinus,malayanus,997,948,4.892,1.03,1.053,0.771,1.352,15,14,4.755,1.451,1.61,0.625,3.939
Pasoh,1995-2000,pa3,Erycibe,albida,278,261,4.705,1.341,1.37,0.848,2.062,0,0,NA,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Erythroxylum,cuneatum,41,37,4.796,2.141,1.878,0.819,3.889,10,7,4.983,7.158,2.893,1.099,6.923
Pasoh,1995-2000,pa3,Eugenia,castanea,132,121,4.843,1.796,1.754,0.981,2.871,3,3,5.049,0,1.644,0.538,5.062
Pasoh,1995-2000,pa3,Eugenia,ceraina,20,19,4.778,1.074,1.419,0.468,3.679,2,1,4.773,14.521,2.257,0.764,6.82
Pasoh,1995-2000,pa3,Eugenia,cerasiformis,507,466,4.829,1.746,1.73,1.248,2.348,12,10,5.001,3.646,2.133,0.81,5.063
